,model,price,mileage,cylinder,daysOnMarket,city,dealer,year,trim,driveline,transmission
3566,toyota_corolla cross,28676,13967.0,4.0,37,Dallas,Toyota of Dallas,2022,XLE,AWD,automatic
3567,toyota_land cruiser,60172,5.0,4.0,16,Richardson,Toyota of Richardson,2025,1958,4X4,automatic
3568,toyota_4_runner,59173,5.0,6.0,136,Dallas,Toyota of Dallas,2024,TRD Pro,4X4,automatic
3569,toyota_rav4,38895,2.0,4.0,22,Richardson,Toyota of Richardson,2025,Limited,FWD,automatic
3570,toyota_tacoma,38078,7.0,4.0,3,Dallas,Toyota of Dallas,2024,SR,RWD,automatic
3571,toyota_tacoma,35773,2.0,4.0,7,Richardson,Toyota of Richardson,2024,SR,RWD,automatic
3572,toyota_tacoma,57017,7.0,4.0,30,Dallas,Toyota of Dallas,2024,Limited,4X4,automatic
3573,toyota_tacoma,56592,5.0,4.0,1,Dallas,Toyota of Dallas,2024,Limited,4X4,automatic
3574,toyota_tacoma,41367,7.0,4.0,30,Dallas,Toyota of Dallas,2024,SR,4X4,automatic
3575,toyota_camry,41205,2.0,4.0,22,Richardson,Toyota of Richardson,2025,XSE,FWD,automatic
3576,toyota_camry,22998,55845.0,4.0,8,Richardson,Toyota of Richardson,2022,SE,FWD,automatic
3577,toyota_grand highlander,57291,2.0,4.0,7,Richardson,Toyota of Richardson,2024,Platinum,AWD,automatic
3578,toyota_highlander,29998,64423.0,6.0,8,Richardson,Toyota of Richardson,2021,XLE,FWD,automatic
3579,toyota_highlander,29988,61482.0,6.0,8,Richardson,Toyota of Richardson,2021,XLE,FWD,automatic
3580,toyota_c_hr,22595,49120.0,4.0,12,Deerfield Beach,Toyota of Deerfield Beach,2021,LE,FWD,automatic
3581,toyota_highlander,43995,20085.0,4.0,0,Sanford,Seminole Toyota,2024,XSE,AWD,automatic
3582,toyota_tacoma,39691,16802.0,4.0,14,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
3583,toyota_camry,22495,31826.0,4.0,41,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3584,toyota_highlander,30455,36728.0,4.0,14,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3585,toyota_corolla,22691,9937.0,4.0,6,Houston,Joe Myers Toyota,2022,SE,FWD,automatic
3586,toyota_gr corolla,42593,10.0,3.0,90,Houston,Joe Myers Toyota,2024,Premium,AWD,manual
3587,toyota_rav4,23995,38506.0,4.0,6,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE,FWD,automatic
3588,toyota_tacoma,38804,,4.0,56,Sanford,Seminole Toyota,2024,SR,4X4,automatic
3589,toyota_land cruiser,72488,,4.0,14,Sanford,Seminole Toyota,2025,Land Cruiser,4X4,automatic
3590,toyota_4_runner,39895,17193.0,6.0,9,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
3591,toyota_rav4,30594,,4.0,0,Sanford,Seminole Toyota,2025,LE,FWD,automatic
3592,toyota_rav4,33968,,4.0,0,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
3593,toyota_rav4 hybrid,37789,,4.0,0,Sanford,Seminole Toyota,2025,LE,AWD,automatic
3594,toyota_rav4,35764,10.0,4.0,80,Houston,Joe Myers Toyota,2024,XLE Premium,FWD,automatic
3595,toyota_tacoma,39691,21026.0,4.0,23,Houston,Joe Myers Toyota,2024,SR5,4X4,automatic
3596,toyota_camry,42809,10.0,4.0,43,Houston,Joe Myers Toyota,2025,XLE,AWD,automatic
3597,toyota_highlander,36999,39749.0,4.0,11,Houston,Joe Myers Toyota,2023,XLE,FWD,automatic
3598,toyota_highlander,36999,25885.0,4.0,23,Houston,Joe Myers Toyota,2023,XLE,FWD,automatic
3599,toyota_tundra,57241,27.0,6.0,80,Houston,Joe Myers Toyota,2025,SR5,4X4,automatic
3600,toyota_tacoma,44806,7.0,4.0,98,Dallas,Toyota of Dallas,2024,TRD Sport,RWD,automatic
3601,toyota_tacoma,42970,3.0,4.0,34,Richardson,Toyota of Richardson,2024,SR5,4X4,automatic
3602,toyota_tacoma,39229,3.0,4.0,52,Richardson,Toyota of Richardson,2024,SR,4X4,automatic
3603,toyota_camry,32070,2.0,4.0,3,Richardson,Toyota of Richardson,2025,SE,FWD,automatic
3604,toyota_camry,43934,3.0,4.0,34,Richardson,Toyota of Richardson,2025,XLE,AWD,automatic
3605,toyota_camry,21998,64379.0,4.0,30,Richardson,Toyota of Richardson,2021,SE,FWD,automatic
3606,toyota_grand highlander,53312,5.0,4.0,45,Dallas,Toyota of Dallas,2024,Limited,FWD,automatic
3607,toyota_grand highlander,55573,,4.0,45,Dallas,Toyota of Dallas,2024,Limited,FWD,automatic
3608,toyota_grand highlander,57796,,4.0,45,Dallas,Toyota of Dallas,2024,Platinum,AWD,automatic
3609,toyota_grand highlander,57641,5.0,4.0,45,Dallas,Toyota of Dallas,2024,Limited,AWD,automatic
3610,toyota_tundra,62342,2.0,6.0,3,Richardson,Toyota of Richardson,2025,Limited,4X4,automatic
3611,toyota_tundra,65118,5.0,6.0,45,Dallas,Toyota of Dallas,2025,Limited,4X4,automatic
3612,toyota_tundra,49292,3.0,6.0,84,Richardson,Toyota of Richardson,2025,SR5,RWD,automatic
3613,toyota_tundra,54150,3.0,6.0,52,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
3614,toyota_corolla cross hybrid,36075,192.0,4.0,32,Dallas,Toyota of Dallas,2024,XSE,AWD,automatic
3615,toyota_prius,38552,5.0,4.0,245,Dallas,Toyota of Dallas,2024,Limited,FWD,automatic
3616,toyota_land cruiser,63680,730.0,4.0,40,Dallas,Toyota of Dallas,2024,Base,4X4,automatic
3617,toyota_camry,25687,26401.0,4.0,0,Dallas,Toyota of Dallas,2024,LE,FWD,automatic
3618,toyota_camry,29782,48641.0,4.0,0,Dallas,Toyota of Dallas,2023,XSE,FWD,automatic
3619,toyota_corolla,24607,10926.0,4.0,0,Dallas,Toyota of Dallas,2023,SE,FWD,automatic
3620,toyota_tacoma,35858,61460.0,6.0,16,Richardson,Toyota of Richardson,2022,SR5 V6,RWD,automatic
3621,toyota_tacoma,56703,2.0,4.0,24,Dallas,Toyota of Dallas,2024,Limited,4X4,automatic
3622,toyota_tacoma,45194,3.0,4.0,125,Richardson,Toyota of Richardson,2024,TRD Off-Road,4X4,automatic
3623,toyota_tacoma,49055,2.0,4.0,13,Richardson,Toyota of Richardson,2024,TRD Sport HV,4X4,automatic
3624,toyota_camry,42396,2.0,4.0,70,Dallas,Toyota of Dallas,2025,XLE,FWD,automatic
3625,toyota_camry,43585,7.0,4.0,70,Dallas,Toyota of Dallas,2025,XLE,AWD,automatic
3626,toyota_camry,36401,7.0,4.0,12,Dallas,Toyota of Dallas,2025,SE,AWD,automatic
3627,toyota_grand highlander,67998,10793.0,4.0,16,Richardson,Toyota of Richardson,2024,MAX Limited,AWD,automatic
3628,toyota_tacoma,38988,63050.0,6.0,16,Richardson,Toyota of Richardson,2019,SR V6,4X4,automatic
3629,toyota_tundra,55010,3.0,6.0,70,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
3630,toyota_tundra,53760,2.0,6.0,13,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
3631,toyota_4_runner,48988,17605.0,6.0,2,Richardson,Toyota of Richardson,2023,Limited,AWD,automatic
3632,toyota_tacoma,35988,20387.0,6.0,3,Richardson,Toyota of Richardson,2023,SR5 V6,4X4,automatic
3633,toyota_highlander,25910,66118.0,6.0,3,Richardson,Toyota of Richardson,2017,Limited,FWD,automatic
3634,toyota_tundra,57816,7.0,6.0,57,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
3635,toyota_tundra,57237,7.0,6.0,57,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
3636,toyota_tundra,57882,5.0,6.0,91,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
3637,toyota_corolla,19843,38054.0,4.0,3,Richardson,Toyota of Richardson,2022,LE,FWD,automatic
3638,toyota_sequoia,84147,16.0,6.0,65,Dallas,Toyota of Dallas,2025,TRD Pro,4X4,automatic
3639,toyota_4_runner,55988,29699.0,6.0,3,Richardson,Toyota of Richardson,2023,TRD Pro,4X4,automatic
3640,toyota_tacoma,37991,36717.0,6.0,15,Colma,Serramonte Ford,2021,TRD Off-Road,4X4,automatic
3641,toyota_tundra,13990,85847.0,6.0,24,Colma,Serramonte Ford,2009,Grade,RWD,automatic
3642,toyota_prius,6892,144108.0,4.0,10,Colma,Serramonte Ford,2005,Base,FWD,automatic
3643,toyota_corolla,16788,40893.0,4.0,34,Orlando,Orlando VW South,2021,LE,FWD,automatic
3644,toyota_rav4,22839,32345.0,4.0,19,Orlando,Orlando VW North,2021,LE,FWD,automatic
3645,toyota_camry,18980,61180.0,4.0,24,Peoria,Acura Of Peoria,2022,LE,FWD,automatic
3646,toyota_rav4,18550,87680.0,4.0,49,Decatur,Miles Chevrolet,2018,Adventure,AWD,automatic
3647,toyota_tacoma,34527,74645.0,6.0,12,Mesa,Superstition Springs Lexus,2021,TRD Off-Road,4X4,automatic
3648,toyota_4_runner,43664,36251.0,6.0,13,Arlington,Vandergriff Hyundai,2021,Limited,AWD,automatic
3649,toyota_rav4,29955,25379.0,2.0,91,Houston,Joe Myers Toyota,2024,XLE,AWD,automatic
3650,toyota_camry,45923,10.0,4.0,27,Houston,Joe Myers Toyota,2025,XSE,AWD,automatic
3651,toyota_corolla,20455,15000.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3652,toyota_corolla,20455,13742.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3653,toyota_corolla,20455,17783.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3654,toyota_rav4,27906,42678.0,4.0,19,Richardson,Toyota of Richardson,2023,XLE,FWD,automatic
3655,toyota_tacoma,67740,2.0,4.0,27,Richardson,Toyota of Richardson,2024,Trailhunter HV,4X4,automatic
3656,toyota_grand highlander,48131,10793.0,4.0,36,Richardson,Toyota of Richardson,2024,XLE,AWD,automatic
3657,toyota_highlander,35826,28780.0,4.0,34,Richardson,Toyota of Richardson,2024,LE,AWD,automatic
3658,toyota_corolla,20691,27014.0,4.0,10,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3659,toyota_corolla,18955,29095.0,4.0,51,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3660,toyota_sequoia,80998,,6.0,394,Omaha,Village Pointe Toyota,2024,Platinum,4X4,automatic
3661,toyota_tacoma,29958,102814.0,6.0,1,Springfield,Reliable Lexus,2021,TRD Sport,RWD,automatic
3662,toyota_camry,38368,,4.0,9,Omaha,Village Pointe Toyota,2025,XSE,FWD,automatic
3663,toyota_rav4 hybrid,38429,,4.0,9,Omaha,Village Pointe Toyota,2025,XLE,AWD,automatic
3664,toyota_sequoia,76827,1.0,6.0,41,Omaha,Village Pointe Toyota,2025,Platinum,4X4,automatic
3665,toyota_rav4,29955,25379.0,2.0,91,Houston,Joe Myers Toyota,2024,XLE,AWD,automatic
3666,toyota_camry,45923,10.0,4.0,27,Houston,Joe Myers Toyota,2025,XSE,AWD,automatic
3667,toyota_corolla,20455,15000.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3668,toyota_corolla,20455,13742.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3669,toyota_corolla,20455,17783.0,4.0,35,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3670,toyota_rav4,35489,10.0,4.0,37,Houston,Joe Myers Toyota,2025,XLE,FWD,automatic
3671,toyota_tacoma,50061,10.0,4.0,15,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
3672,toyota_tacoma,43395,10.0,4.0,15,Houston,Joe Myers Toyota,2024,SR5,4X4,automatic
3673,toyota_tacoma,35773,10.0,4.0,15,Houston,Joe Myers Toyota,2024,SR,RWD,automatic
3674,toyota_camry,34035,10.0,4.0,15,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3675,toyota_camry,40155,10.0,4.0,85,Houston,Joe Myers Toyota,2025,XLE,FWD,automatic
3676,toyota_rav4 hybrid,40896,10.0,4.0,15,Houston,Joe Myers Toyota,2025,XSE,AWD,automatic
3677,toyota_sienna,57598,101.0,4.0,37,Houston,Joe Myers Toyota,2025,XSE 7 Passenger,AWD,automatic
3678,toyota_highlander,37955,27390.0,4.0,30,Houston,Joe Myers Toyota,2023,L,AWD,automatic
3679,toyota_rav4 hybrid,38210,10.0,4.0,15,Houston,Joe Myers Toyota,2025,XLE,AWD,automatic
3680,toyota_camry,21691,45036.0,4.0,17,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3681,toyota_camry,34035,,4.0,6,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3682,toyota_camry,34035,,4.0,6,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3683,toyota_camry,40226,10.0,4.0,91,Houston,Joe Myers Toyota,2025,XLE,FWD,automatic
3684,toyota_grand highlander,56200,,4.0,6,Houston,Joe Myers Toyota,2024,Limited,FWD,automatic
3685,toyota_corolla,19691,21865.0,4.0,20,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3686,toyota_corolla,24445,,4.0,6,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3687,toyota_corolla,23710,10.0,4.0,6,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3688,toyota_corolla,22955,,4.0,15,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3689,toyota_corolla hybrid,22999,43783.0,4.0,4,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3690,toyota_rav4,31833,,4.0,17,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3691,toyota_rav4,32271,10.0,4.0,17,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3692,toyota_rav4,34691,24789.0,2.0,8,Houston,Joe Myers Toyota,2023,Limited,FWD,automatic
3693,toyota_camry,34035,10.0,4.0,17,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3694,toyota_rav4 hybrid,38455,10.0,4.0,65,Houston,Joe Myers Toyota,2024,XLE Premium,AWD,automatic
3695,toyota_corolla,19691,28932.0,4.0,14,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3696,toyota_corolla,19955,39078.0,4.0,14,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3697,toyota_corolla cross,26494,19264.0,4.0,8,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
3698,toyota_rav4,35764,10.0,4.0,80,Houston,Joe Myers Toyota,2024,XLE Premium,FWD,automatic
3699,toyota_tacoma,39691,21026.0,4.0,23,Houston,Joe Myers Toyota,2024,SR5,4X4,automatic
3700,toyota_camry,42809,10.0,4.0,43,Houston,Joe Myers Toyota,2025,XLE,AWD,automatic
3701,toyota_highlander,36999,39749.0,4.0,11,Houston,Joe Myers Toyota,2023,XLE,FWD,automatic
3702,toyota_highlander,36999,25885.0,4.0,23,Houston,Joe Myers Toyota,2023,XLE,FWD,automatic
3703,toyota_tundra,57241,27.0,6.0,80,Houston,Joe Myers Toyota,2025,SR5,4X4,automatic
3704,toyota_corolla,19691,29909.0,4.0,27,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
3705,toyota_corolla cross hybrid,30691,25803.0,4.0,23,Houston,Joe Myers Toyota,2023,S,AWD,automatic
3706,toyota_corolla hybrid,30760,10.0,4.0,43,Houston,Joe Myers Toyota,2025,XLE,FWD,automatic
3707,toyota_land cruiser,60672,10.0,4.0,43,Houston,Joe Myers Toyota,2025,1958,4X4,automatic
3708,toyota_4_runner,42691,17702.0,6.0,11,Houston,Joe Myers Toyota,2024,SR5,4X4,automatic
3709,toyota_rav4,34187,,4.0,2,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
3710,toyota_tacoma,39104,,4.0,49,Sanford,Seminole Toyota,2024,SR5,RWD,automatic
3711,toyota_tacoma,42304,,4.0,97,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
3712,toyota_tacoma,38804,,4.0,38,Sanford,Seminole Toyota,2024,SR,4X4,automatic
3713,toyota_camry hybrid,9495,156308.0,4.0,10,Sanford,Seminole Toyota,2014,XLE,FWD,automatic
3714,toyota_camry,18995,41619.0,4.0,46,Deerfield Beach,Toyota of Deerfield Beach,2021,LE,FWD,automatic
3715,toyota_camry,35427,,4.0,51,Sanford,Seminole Toyota,2025,SE,FWD,automatic
3716,toyota_tundra,57510,,6.0,27,Sanford,Seminole Toyota,2025,SR5,4X4,automatic
3717,toyota_tundra,56162,,6.0,2,Sanford,Seminole Toyota,2025,SR5,4X4,automatic
3718,toyota_corolla,17295,35980.0,4.0,10,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3719,toyota_corolla,17595,33206.0,4.0,10,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3720,toyota_rav4,37399,2.0,4.0,8,Richardson,Toyota of Richardson,2025,XLE Premium,AWD,automatic
3721,toyota_rav4,37114,6.0,4.0,2,Dallas,Toyota of Dallas,2025,XLE Premium,FWD,automatic
3722,toyota_tacoma,46886,3.0,4.0,66,Richardson,Toyota of Richardson,2024,TRD Off-Road,4X4,automatic
3723,toyota_tacoma,37579,2.0,4.0,59,Dallas,Toyota of Dallas,2024,SR,RWD,automatic
3724,toyota_tacoma,39762,2.0,4.0,31,Richardson,Toyota of Richardson,2024,SR,4X4,automatic
3725,toyota_camry,41554,3.0,4.0,59,Richardson,Toyota of Richardson,2025,XLE,FWD,automatic
3726,toyota_camry,37269,7.0,4.0,8,Dallas,Toyota of Dallas,2025,SE,FWD,automatic
3727,toyota_camry,26711,24145.0,4.0,35,Dallas,Toyota of Dallas,2024,SE,FWD,automatic
3728,toyota_highlander,39680,21598.0,4.0,35,Dallas,Toyota of Dallas,2024,LE,FWD,automatic
3729,toyota_sienna,36785,89844.0,4.0,45,Dallas,Toyota of Dallas,2022,XLE 7-Passenger,FWD,automatic
3730,toyota_tundra,62487,10.0,6.0,59,Richardson,Toyota of Richardson,2025,Limited,4X4,automatic
3731,toyota_tundra,44663,50541.0,6.0,28,Dallas,Toyota of Dallas,2022,Limited,4X4,automatic
3732,toyota_tundra,54838,3.0,6.0,49,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
3733,toyota_tundra,57882,7.0,6.0,38,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
3734,toyota_tundra,57816,7.0,6.0,51,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
3735,toyota_corolla cross,28676,13967.0,4.0,37,Dallas,Toyota of Dallas,2022,XLE,AWD,automatic
3736,toyota_land cruiser,60172,5.0,4.0,16,Richardson,Toyota of Richardson,2025,1958,4X4,automatic
3737,toyota_4_runner,59173,5.0,6.0,136,Dallas,Toyota of Dallas,2024,TRD Pro,4X4,automatic
3738,toyota_rav4,28994,12744.0,4.0,44,Richardson,Toyota of Richardson,2024,XLE,FWD,automatic
3739,toyota_tacoma,39897,7.0,4.0,85,Dallas,Toyota of Dallas,2024,SR5,RWD,automatic
3740,toyota_prius,35468,14.0,4.0,73,Phoenix,Camelback Toyota,2024,Limited,FWD,automatic
3741,toyota_prius,10000,139706.0,4.0,6,Phoenix,Camelback Toyota,2011,Two,FWD,automatic
3742,toyota_prius v,20447,55549.0,4.0,6,Phoenix,Camelback Toyota,2017,Two,FWD,automatic
3743,toyota_camry hybrid,33488,39094.0,4.0,15,Phoenix,Camelback Toyota,2024,XSE,FWD,automatic
3744,toyota_tundra,49603,10.0,6.0,36,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
3745,toyota_tundra,55558,14.0,6.0,76,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
3746,toyota_tundra,61840,10.0,6.0,10,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
3747,toyota_prius,37253,10.0,4.0,10,Phoenix,Camelback Toyota,2024,Limited,FWD,automatic
3748,toyota_land cruiser,57278,10.0,4.0,10,Phoenix,Camelback Toyota,2025,1958,4X4,
3749,toyota_tacoma,47776,14.0,4.0,13,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
3750,toyota_tacoma,48093,14.0,4.0,50,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
3751,toyota_camry,28438,10.0,4.0,13,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
3752,toyota_camry,38688,10.0,4.0,13,Phoenix,Camelback Toyota,2025,XSE,FWD,automatic
3753,toyota_camry,23226,56319.0,4.0,31,Phoenix,Camelback Toyota,2020,SE,FWD,automatic
3754,toyota_highlander,31488,92171.0,6.0,28,Phoenix,Camelback Toyota,2021,XSE,AWD,automatic
3755,toyota_prius,35743,14.0,4.0,48,Phoenix,Camelback Toyota,2024,Limited,FWD,automatic
3756,toyota_land cruiser,57473,14.0,4.0,41,Phoenix,Camelback Toyota,2025,1958,4X4,
3757,toyota_4_runner,40888,61931.0,6.0,28,Phoenix,Camelback Toyota,2022,TRD Off-Road Premium,4X4,automatic
3758,toyota_sienna,54309,10.0,4.0,0,Phoenix,Camelback Toyota,2025,Limited 7 Passenger,FWD,
3759,toyota_land cruiser,59568,10.0,4.0,0,Phoenix,Camelback Toyota,2025,1958,4X4,
3760,toyota_rav4,30023,10.0,4.0,15,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
3761,toyota_rav4 hybrid,37869,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,AWD,automatic
3762,toyota_rav4,32349,10.0,4.0,14,Phoenix,Camelback Toyota,2025,XLE,FWD,automatic
3763,toyota_tacoma,39378,123.0,4.0,14,Phoenix,Camelback Toyota,2024,TRD Sport,RWD,automatic
3764,toyota_camry,31269,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3765,toyota_camry,32838,14.0,4.0,17,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3766,toyota_camry,28344,10.0,4.0,2,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
3767,toyota_camry,32183,14.0,4.0,17,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3768,toyota_camry,31763,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3769,toyota_camry,28987,4723.0,4.0,16,Phoenix,Camelback Toyota,2024,SE,FWD,automatic
3770,toyota_tundra,54819,14.0,6.0,17,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
3771,toyota_tundra,60654,10.0,6.0,2,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
3772,toyota_corolla,20888,30912.0,4.0,16,Phoenix,Camelback Toyota,2023,LE,FWD,automatic
3773,toyota_corolla,21954,19689.0,4.0,4,Phoenix,Camelback Toyota,2023,LE,FWD,automatic
3774,toyota_land cruiser,57278,10.0,4.0,17,Phoenix,Camelback Toyota,2025,1958,4X4,
3775,toyota_rav4 hybrid,34134,10.0,4.0,44,Phoenix,Camelback Toyota,2025,XLE,AWD,automatic
3776,toyota_rav4 hybrid,35549,10.0,4.0,14,Phoenix,Camelback Toyota,2025,XLE,AWD,automatic
3777,toyota_tacoma,43488,14.0,4.0,24,Phoenix,Camelback Toyota,2024,TRD Off-Road,4X4,automatic
3778,toyota_tacoma,47727,10.0,4.0,24,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
3779,toyota_tacoma,51632,10.0,4.0,24,Phoenix,Camelback Toyota,2024,Limited,4X4,automatic
3780,toyota_camry,31269,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3781,toyota_camry,32838,14.0,4.0,17,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3782,toyota_camry,28344,10.0,4.0,2,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
3783,toyota_camry,32183,14.0,4.0,17,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3784,toyota_camry,31763,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
3785,toyota_camry,28987,4723.0,4.0,16,Phoenix,Camelback Toyota,2024,SE,FWD,automatic
3786,toyota_tundra,54819,14.0,6.0,17,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
3787,toyota_tundra,60654,10.0,6.0,2,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
3788,toyota_corolla,20888,30912.0,4.0,16,Phoenix,Camelback Toyota,2023,LE,FWD,automatic
3789,toyota_corolla,21954,19689.0,4.0,4,Phoenix,Camelback Toyota,2023,LE,FWD,automatic
3790,toyota_land cruiser,57278,10.0,4.0,17,Phoenix,Camelback Toyota,2025,1958,4X4,
3791,toyota_rav4 hybrid,34134,10.0,4.0,44,Phoenix,Camelback Toyota,2025,XLE,AWD,automatic
3792,toyota_rav4 hybrid,35549,10.0,4.0,14,Phoenix,Camelback Toyota,2025,XLE,AWD,automatic
3793,toyota_tacoma,30869,95265.0,6.0,23,Springfield,Reliable Lexus,2021,TRD Sport,4X4,automatic
3794,toyota_rav4,25595,41666.0,4.0,5,Deerfield Beach,Toyota of Deerfield Beach,2021,XLE Premium,FWD,automatic
3795,toyota_highlander,33495,20275.0,4.0,44,Sanford,Seminole Toyota,2024,LE,FWD,automatic
3796,toyota_corolla,18195,27283.0,4.0,27,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3797,toyota_corolla,17395,36127.0,4.0,14,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3798,toyota_corolla,17695,32558.0,4.0,27,Sanford,Seminole Toyota,2023,LE,FWD,automatic
3799,toyota_corolla,15895,60665.0,4.0,8,Sanford,Seminole Toyota,2021,LE,FWD,automatic
3800,toyota_tacoma,43488,14.0,4.0,20,Phoenix,Camelback Toyota,2024,TRD Off-Road,4X4,automatic
3801,toyota_corolla,20816,66294.0,4.0,1,Phoenix,Camelback Toyota,2021,LE,FWD,automatic
3802,toyota_prius,37748,10.0,4.0,20,Phoenix,Camelback Toyota,2024,Limited,FWD,automatic
3803,toyota_tacoma,24995,66357.0,,6,Springfield,Reliable Lexus,2022,SR,RWD,automatic
3804,toyota_rav4 hybrid,44123,7.0,4.0,63,Omaha,Village Pointe Toyota,2024,XSE,AWD,automatic
3805,toyota_tundra,53795,1.0,6.0,42,Omaha,Village Pointe Toyota,2025,SR5,4X4,automatic
3806,toyota_corolla,22995,31866.0,4.0,8,Springfield,Reliable Lexus,2021,SE,FWD,automatic
3807,toyota_prius prime,27998,33966.0,4.0,20,Springfield,Reliable Lexus,2021,Limited,FWD,automatic
3808,toyota_rav4,37114,,4.0,10,Houston,Joe Myers Toyota,2025,XLE Premium,FWD,automatic
3809,toyota_rav4,37114,,4.0,10,Houston,Joe Myers Toyota,2025,XLE Premium,FWD,automatic
3810,toyota_rav4,35489,,4.0,10,Houston,Joe Myers Toyota,2025,XLE,FWD,automatic
3811,toyota_tacoma,50061,10.0,4.0,10,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
3812,toyota_tacoma,38033,10.0,4.0,55,Houston,Joe Myers Toyota,2024,SR,4X4,automatic
3813,toyota_camry,34205,10.0,4.0,10,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3814,toyota_camry,34205,10.0,4.0,10,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3815,toyota_camry,30309,10.0,4.0,10,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3816,toyota_camry,34205,10.0,4.0,10,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3817,toyota_camry,31975,10.0,4.0,10,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
3818,toyota_camry,34205,10.0,4.0,10,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3819,toyota_camry,34205,10.0,4.0,10,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
3820,toyota_crown signia,48860,10.0,4.0,3,Phoenix,Camelback Toyota,2025,Limited,AWD,
